timestamp moteid fluo temp1 temp2 temp3 temp4 temp5 temp6 light wind_direction wind_speed
1156817297 102 148.23874065200002 21.750999999999998 19.367 18.207 17.973 17.892 17.846 0.364 115.759 0.0
1156817307 102 142.21633634 21.701 19.42 18.268 17.952 17.953 17.817999999999998 0.365 116.235 0.0
1156817317 102 142.993564036 21.776 19.499000000000002 18.253 17.973 17.947 17.765 0.363 116.25299999999999 0.0
1156817327 102 141.254054432 21.744 19.544 18.284000000000002 17.97 17.918 17.833 0.361 115.96700000000001 0.0
1156817337 102 161.742960823 21.767 19.622 18.327 17.927 18.018 17.868 0.361 116.01899999999999 0.0
1156817348 102 154.08497335299998 21.756 20.015 18.361 17.982 18.006 17.823 0.36 116.036 0.0
1156817358 102 145.103478152 21.756 20.392 18.381 18.05 17.842 17.81 0.359 115.949 0.0
1156817368 102 160.238544092 21.755 20.147000000000002 18.375 18.049 17.949 17.866 0.359 115.49 0.0
1156817378 102 158.399549343 21.743000000000002 19.602 18.295 18.048 18.0 17.795 0.359 115.16 0.0
1156817388 102 139.849122846 21.715 19.493 18.249000000000002 18.074 17.936 17.838 0.36 115.074 0.0
1156817398 102 116.62703975 21.691999999999997 19.553 18.244 18.084 17.897000000000002 17.840999999999998 0.36 114.762 0.0
1156817408 102 117.679628114 21.708000000000002 19.592 18.199 18.009 17.915 17.825 0.358 114.762 0.0
1156817418 102 127.302743283 21.743000000000002 19.762999999999998 18.207 18.027 17.892 17.84 0.358 114.588 0.0
1156817428 102 129.232044487 21.695999999999998 19.895 18.217 18.06 17.857 17.871 0.35600000000000004 113.964 0.0
1156817438 102 141.222373151 21.711 19.875999999999998 18.214000000000002 17.969 17.851 17.801 0.35600000000000004 113.79899999999999 0.0
1156817449 102 145.708679451 21.69 19.82 18.143 17.942999999999998 17.840999999999998 17.81 0.354 113.366 0.0
1156817459 102 139.754079002 21.686 19.76 18.141 17.954 17.838 17.797 0.353 112.542 0.0
1156817469 102 135.05991981 21.708000000000002 19.749000000000002 18.219 17.948 17.836 17.797 0.35200000000000004 112.32600000000001 0.0
1156817479 102 138.213539689 21.724 19.781 18.214000000000002 17.94 17.836 17.809 0.354 112.71600000000001 0.0
1156817489 102 123.06959114700001 21.706 19.795 18.164 17.945 17.852999999999998 17.815 0.354 112.941 0.0
1156817499 102 125.771086572 21.699 19.79 18.132 17.845 17.863 17.803 0.35100000000000003 112.17 0.0
1156817509 102 137.70308614700002 21.697 19.799 18.166 17.951 17.875 17.844 0.349 111.52799999999999 0.0
1156817519 102 137.07508617 21.77 19.798 18.201 17.952 17.852999999999998 17.745 0.349 110.427 0.0
1156817529 102 123.85096405600001 21.801 19.75 18.296 17.927 17.854 17.81 0.355 111.03399999999999 0.0
1156817539 102 118.632731333 21.703000000000003 19.625999999999998 18.338 17.976 17.896 17.866 0.348 112.24799999999999 0.0
1156817550 102 131.41864507 21.69 19.612000000000002 18.298 17.977999999999998 17.918 17.873 0.341 112.464 0.0
1156817560 102 124.244167248 21.671 19.649 18.265 17.897000000000002 17.775 17.741 0.34700000000000003 111.45 0.0
1156817570 102 124.42478016 21.66 19.647000000000002 18.226 17.889 17.809 17.766 0.345 110.41799999999999 0.0
1156817580 102 143.79773562399998 21.648000000000003 19.656 18.268 18.058 17.895 17.777 0.345 110.098 0.0
1156817590 102 148.261539331 21.691999999999997 19.680999999999997 18.244 17.976 17.834 17.812 0.342 109.54299999999999 0.0
1156817600 102 128.75297614 21.676 19.683 18.243 17.99 17.887999999999998 17.874000000000002 0.342 109.04 0.0
1156817610 102 139.650152556 21.609 19.676 18.253 18.016 17.915 17.801 0.34 108.85799999999999 0.0
1156817620 102 144.258446593 21.6 19.69 18.249000000000002 18.005 17.904 17.775 0.34 108.355 0.0
1156817630 102 144.629147193 21.651 19.629 18.214000000000002 17.99 17.922 17.732 0.33899999999999997 108.086 0.0
1156817640 102 124.53314790799999 21.717 19.597 18.156 17.975 17.854 17.820999999999998 0.336 107.289 0.0
1156817651 102 124.872167226 21.691999999999997 19.605 18.141 17.980999999999998 17.819000000000003 17.813 0.337 106.57799999999999 0.0
1156817661 102 123.168780205 21.715999999999998 19.618 18.192 17.999000000000002 17.845 17.822 0.337 106.62100000000001 0.0
1156817671 102 102.946647968 21.694000000000003 19.590999999999998 18.229 18.002 17.85 17.863 0.336 105.84100000000001 0.0
1156817681 102 109.40281935600001 21.69 19.594 18.268 18.003 17.85 17.838 0.336 105.76299999999999 0.0
1156817691 102 142.37918404799998 21.695999999999998 19.590999999999998 18.320999999999998 17.997 17.899 17.781 0.33399999999999996 105.963 0.0
1156817701 102 134.54502496799998 21.698 19.583 18.391 17.977999999999998 17.905 17.781 0.336 105.685 0.0
1156817711 102 134.323552086 21.708000000000002 19.575 18.395 17.967 17.828 17.833 0.33399999999999996 105.581 0.0
1156817721 102 128.789098723 21.719 19.573 18.384 17.994 17.833 17.848 0.331 104.97399999999999 0.0
1156817731 102 121.70492735799999 21.725 19.541 18.335 17.97 17.866 17.776 0.332 104.714 0.0
1156817741 102 115.298794629 21.717 19.491 18.289 18.08 17.930999999999997 17.779 0.33 104.402 0.0
1156817752 102 120.959677031 21.733 19.474 18.305 18.058 17.963 17.836 0.327 103.7 0.0
1156817762 102 125.301196914 21.771 19.468 18.293 17.967 17.942 17.866 0.326 103.71700000000001 0.0
1156817772 102 109.483947123 21.756 19.499000000000002 18.320999999999998 17.879 17.884 17.865 0.326 103.197 0.0
1156817782 102 121.519873145 21.771 19.655 18.333 18.018 17.887999999999998 17.834 0.325 102.538 0.0
1156817792 102 148.143992895 21.743000000000002 19.683 18.336 18.042 17.94 17.801 0.32299999999999995 101.88799999999999 0.0
1156817802 102 178.80703188 21.706999999999997 19.633 18.332 18.038 17.952 17.839000000000002 0.322 101.645 0.0
1156817812 102 160.767058924 21.698 19.673 18.289 18.023 17.927 17.811 0.32299999999999995 101.40299999999999 0.0
1156817822 102 143.698250479 21.688000000000002 19.660999999999998 18.311 17.976 17.89 17.809 0.322 101.463 0.0
1156817832 102 145.844287178 21.711 19.684 18.324 17.948 17.844 17.813 0.321 101.09 0.0
1156817842 102 138.593122891 21.732 19.566 18.326 17.961 17.871 17.896 0.32 100.553 0.0
1156817853 102 126.19123365700001 21.676 19.637999999999998 18.39 17.982 17.887 17.896 0.319 101.836 0.0
1156817863 102 119.667554493 21.708000000000002 19.604 18.392 17.975 17.875 17.807000000000002 0.317 103.18 0.0
1156817873 102 128.671848373 21.709 19.607 18.32 17.984 17.854 17.847 0.316 103.05 0.0
1156817883 102 141.913735691 21.744 19.622 18.230999999999998 17.977999999999998 17.825 17.839000000000002 0.314 102.27799999999999 0.0
1156817893 102 153.249120484 21.733 19.598 18.24 17.965999999999998 17.815 17.791 0.314 104.86200000000001 0.0
1156817903 102 145.4016375 21.726999999999997 19.595 18.292 17.965999999999998 17.839000000000002 17.785999999999998 0.312 111.771 0.0
1156817913 102 129.060314178 21.769000000000002 19.577 18.229 18.011 17.845 17.845 0.313 120.163 0.0
1156817923 102 126.60693944200001 21.729 19.618 18.154 17.964000000000002 17.872 17.718 0.31 125.51100000000001 0.0
1156817933 102 121.58767700799999 21.733 19.516 18.162 17.963 17.86 17.704 0.31 127.791 0.0
1156817943 102 130.632534772 21.783 19.585 18.198 17.963 17.824 17.759 0.309 129.751 0.0
1156817954 102 133.167037275 21.805 19.595 18.202 17.951 17.825 17.750999999999998 0.308 131.84 0.0
1156817964 102 130.325196735 21.759 19.498 18.186 17.939 17.89 17.819000000000003 0.304 131.92600000000002 0.0
1156817974 102 131.201613488 21.74 19.442 18.223 17.927 17.871 17.816 0.305 132.039 0.0
1156817984 102 135.972755233 21.763 19.384 18.234 17.928 17.815 17.879 0.303 132.334 0.0
1156817994 102 125.960878173 21.765 19.42 18.266 17.951 17.827 17.897000000000002 0.305 130.817 0.0
1156818004 102 114.56686820600001 21.79 19.418 18.298 17.939 17.820999999999998 17.801 0.299 130.253 0.0
1156818014 102 104.12596145799999 21.733 19.471 18.367 17.928 17.771 17.748 0.299 131.025 0.0
1156818024 102 98.49646425110001 21.748 19.465 18.428 17.936 17.889 17.969 0.298 131.094 0.0
1156818034 102 123.530302116 21.78 19.482 18.345 17.785999999999998 17.907 17.977999999999998 0.29600000000000004 130.57399999999998 0.0
1156818044 102 115.226253378 21.753 19.516 18.351 17.824 17.845 17.750999999999998 0.295 130.019 0.0
1156818055 102 105.458647879 21.749000000000002 19.512 18.215999999999998 17.958 17.863 17.753 0.294 129.525 0.0
1156818065 102 94.6562192204 21.756999999999998 19.495 18.204 17.985 17.825 17.769000000000002 0.293 129.36 0.0
1156818075 102 98.2074835919 21.764 19.496 18.284000000000002 18.008 17.834 17.797 0.294 128.138 0.0
1156818085 102 90.7345503358 21.753 19.454 18.299 17.972 17.844 17.842 0.29600000000000004 126.118 0.0
1156818095 102 93.61725084620001 21.747 19.462 18.317 17.930999999999997 17.83 17.838 0.289 125.095 0.0
1156818105 102 101.401371267 21.745 19.533 18.281 17.937 17.817999999999998 17.840999999999998 0.282 124.835 0.0
1156818115 102 127.14463296299999 21.724 19.584 18.274 17.936 17.868 17.833 0.281 125.26 0.0
1156818125 102 150.57901025299998 21.721 19.632 18.265 17.958 17.851 17.792 0.27699999999999997 124.853 0.0
1156818135 102 138.276902251 21.709 19.621 18.265 17.972 17.877 17.816 0.273 123.81200000000001 0.0
1156818146 102 111.309321881 21.712 19.645 18.229 17.936 17.869 17.78 0.27399999999999997 123.413 0.0
1156818156 102 101.69064801299999 21.753 19.636 18.217 17.915 17.847 17.807000000000002 0.27699999999999997 123.48299999999999 0.0
1156818166 102 105.558133024 21.679000000000002 19.541 18.085 17.930999999999997 17.835 17.812 0.273 122.73700000000001 0.0
1156818176 102 101.952684779 21.673000000000002 19.488 18.075 17.963 17.904 17.798 0.27 122.21700000000001 0.0
1156818186 102 101.076268025 21.719 19.465999999999998 18.14 17.951 17.898 17.761 0.267 121.42 0.0
1156818196 102 88.9455942467 21.728 19.486 18.135 17.895 17.875 17.729 0.264 120.449 0.0
1156818206 102 100.687802221 21.744 19.522000000000002 18.201 17.925 17.825 17.766 0.257 119.19200000000001 0.0
1156818216 102 127.84487810600001 21.622 19.527 18.211 17.96 17.835 17.791 0.258 118.00399999999999 0.0
1156818226 102 127.451971 21.621 19.543 18.256 17.963 17.847 17.8 0.254 117.42299999999999 0.0
1156818236 102 119.29714998 21.728 19.563 18.302 18.012999999999998 17.834 17.788 0.25 115.646 0.0
1156818247 102 93.8295450395 21.748 19.565 18.28 17.987000000000002 17.815 17.817999999999998 0.25 114.91799999999999 0.0
1156818257 102 89.7361458452 21.771 19.597 18.25 17.889 17.833 17.855999999999998 0.248 114.042 0.0
1156818267 102 105.46308918 21.699 19.564 18.244 17.895 17.834 17.805999999999997 0.242 113.00200000000001 0.0
1156818277 102 99.42262357700001 21.69 19.637 18.249000000000002 17.94 17.919 17.766 0.239 111.762 0.0
1156818287 102 107.112292327 21.676 19.67 18.243 17.961 17.997 17.807000000000002 0.23399999999999999 110.514 0.0
1156818297 102 114.99589789299999 21.675 19.551 18.24 17.937 17.840999999999998 17.822 0.228 109.335 0.0
1156818307 102 116.021542364 21.706999999999997 19.539 18.226 17.952 17.762999999999998 17.749000000000002 0.223 108.615 0.0
1156818317 102 112.560880535 21.709 19.541 18.271 17.991 17.788 17.8 0.218 106.838 0.0
1156818327 102 122.694449246 21.706 19.529 18.299 17.980999999999998 17.857 17.768 0.212 104.705 0.0
1156818337 102 110.866672203 21.735 19.547 18.375999999999998 17.967 17.847 17.769000000000002 0.20600000000000002 103.119 0.0
1156818348 102 106.186133002 21.724 19.546 18.397000000000002 17.957 17.847 17.718 0.20199999999999999 101.429 0.0
1156818358 102 102.770476357 21.695999999999998 19.565 18.333 17.93 17.812 17.87 0.2 99.45200000000001 0.0
1156818368 102 114.178106315 21.682 19.57 18.284000000000002 17.96 17.836 17.869 0.196 98.706 0.0
1156818378 102 115.325738523 21.701999999999998 19.628 18.23 17.907 17.905 17.817999999999998 0.191 97.311 0.0
1156818388 102 98.87160615200001 21.66 19.621 18.268 17.893 17.836 17.836 0.188 95.88 0.0
1156818398 102 101.34274609200001 21.664 19.527 18.28 17.936 17.851 17.869 0.18600000000000003 95.161 0.0
1156818408 102 103.036954424 21.759 19.525 18.262 17.930999999999997 17.857 17.839000000000002 0.183 94.051 0.0
1156818418 102 112.059309596 21.7 19.52 18.25 17.918 17.903 17.825 0.179 92.681 0.0
1156818428 102 107.762794897 21.663 19.516 18.244 17.875 17.903 17.887 0.17 90.73100000000001 0.0
1156818438 102 97.2315816936 21.680999999999997 19.479 18.202 17.89 17.897000000000002 17.839000000000002 0.166 88.59 0.0
1156818448 102 83.65511635850001 21.686 19.473 18.24 17.93 17.903 17.872 0.162 87.39299999999999 0.0
1156818459 102 82.6883931491 21.634 19.492 18.256 17.987000000000002 17.866 17.875999999999998 0.156 89.985 0.0
1156818469 102 101.95712608 21.639 19.505 18.255 17.954 17.863 17.834 0.152 99.35700000000001 0.0
1156818479 102 98.6003906972 21.72 19.509 18.265 17.975 17.868 17.819000000000003 0.14800000000000002 107.116 0.0
1156818489 102 90.15629293059999 21.689 19.532 18.26 17.936 17.877 17.797 0.145 111.693 0.0
1156818499 102 114.842228875 21.666999999999998 19.604 18.21 17.942999999999998 17.863 17.798 0.145 112.87200000000001 0.0
1156818509 102 119.577248037 21.679000000000002 19.605999999999998 18.222 17.955 17.883 17.803 0.14300000000000002 112.1 0.0
1156818519 102 110.53209418600001 21.706999999999997 19.533 18.226 17.924 17.893 17.836 0.135 111.884 0.0
1156818529 102 102.802157639 21.711 19.515 18.204 17.939 17.877 17.694000000000003 0.133 112.14399999999999 0.0
1156818539 102 97.52056235280001 21.706 19.526 18.234 17.94 17.872 17.676 0.131 111.927 0.0
1156818549 102 99.08390034530001 21.660999999999998 19.505 18.258 17.921 17.851 17.798 0.125 111.155 0.0
1156818560 102 85.12785180819999 21.643 19.493 18.229 17.907 17.941 17.724 0.12 109.71600000000001 0.0
1156818570 102 120.096584181 21.695 19.445 18.188 17.951 17.938 17.796 0.11599999999999999 108.36399999999999 0.0
1156818580 102 151.52323087 21.723000000000003 19.5 18.205 17.948 17.86 17.769000000000002 0.11199999999999999 107.315 0.0
1156818590 102 131.5675767 21.711 19.509 18.227999999999998 17.948 17.804000000000002 17.836 0.11 106.28299999999999 0.0
1156818600 102 109.57899096700001 21.684 19.509 18.246 17.907 17.847 17.825 0.106 104.34100000000001 0.0
1156818610 102 98.9935938893 21.715 19.493 18.271 17.954 17.848 17.828 0.10800000000000001 103.639 0.0
1156818620 102 120.61621641100001 21.733 19.486 18.326 17.916 17.855999999999998 17.798 0.106 103.90799999999999 0.0
1156818630 102 132.701588918 21.701 19.52 18.304000000000002 17.963 17.869 17.797 0.099 102.807 0.0
1156818640 102 126.706424587 21.651 19.534000000000002 18.199 17.951 17.898 17.838 0.09699999999999999 101.333 0.0
1156818651 102 118.41599583899999 21.644000000000002 19.553 18.192 17.942 17.815 17.835 0.094 100.189 0.0
1156818661 102 122.491037655 21.663 19.629 18.208 17.855999999999998 17.85 17.807000000000002 0.09 99.071 0.0
1156818671 102 126.33128268600001 21.668000000000003 19.735 18.176 17.928 17.845 17.797 0.09 98.09100000000001 0.0
1156818681 102 120.03795900600001 21.682 19.703 18.137 17.874000000000002 17.825 17.81 0.087 97.20700000000001 0.0
1156818691 102 107.392390384 21.698 19.611 18.134 17.907 17.855999999999998 17.831 0.079 95.802 0.0
1156818701 102 116.243015246 21.68 19.684 18.093 17.924 17.855999999999998 17.812 0.078 94.866 0.0
1156818711 102 120.760706741 21.679000000000002 19.539 18.125999999999998 17.878 17.855999999999998 17.83 0.08 94.727 0.0
1156818721 102 114.842228875 21.686 19.609 18.113 17.875 17.83 17.816 0.078 94.545 0.0
1156818731 102 119.99265773399999 21.676 19.625999999999998 18.152 17.872 17.817999999999998 17.807000000000002 0.07200000000000001 93.93 0.0
1156818741 102 120.263873189 21.676 19.582 18.146 17.877 17.865 17.792 0.07 93.115 0.0
1156818752 102 115.76838820100001 21.656 19.57 18.152 17.893 17.845 17.831 0.067 92.291 0.0
1156818762 102 98.6545745708 21.648000000000003 19.581 18.177 17.921 17.832 17.845 0.062 90.92200000000001 0.0
1156818772 102 103.78694213899999 21.68 19.598 18.205 17.883 17.845 17.863 0.059000000000000004 89.89 0.0
1156818782 102 121.592118309 21.679000000000002 19.545 18.254 17.872 17.83 17.871 0.059000000000000004 88.98 0.0
1156818792 102 122.599701489 21.648000000000003 19.544 18.262 17.898 17.822 17.838 0.057999999999999996 88.434 0.0
1156818802 102 114.273150159 21.693 19.595 18.217 17.91 17.825 17.805999999999997 0.055999999999999994 87.853 0.0
1156818812 102 109.719039995 21.703000000000003 19.577 18.207 17.854 17.837 17.697 0.055 87.021 0.0
1156818822 102 133.004485654 21.648000000000003 19.51 18.155 17.885 17.845 17.771 0.053 86.57 0.0
1156818832 102 152.12872825600002 21.651 19.448 18.114 17.91 17.787 17.81 0.05 85.928 0.0
1156818842 102 145.442201384 21.684 19.456 18.153 17.952 17.784000000000002 17.795 0.049 85.235 0.0
1156818853 102 139.22556417 21.691999999999997 19.430999999999997 18.156 17.961 17.887 17.792 0.046 84.47200000000001 0.0
1156818863 102 140.838348648 21.728 19.425 18.182000000000002 17.898 17.861 17.752 0.043 83.7 0.0
1156818873 102 126.74698847 21.647 19.442 18.219 17.886 17.721 17.774 0.039 82.391 0.0
1156818883 102 116.202155276 21.678 19.479 18.234 17.898 17.735 17.836 0.037000000000000005 81.247 0.0
1156818893 102 120.399480917 21.671999999999997 19.526 18.22 17.916 17.787 17.803 0.036000000000000004 80.857 0.0
1156818903 102 119.536388067 21.654 19.52 18.168 17.896 17.848 17.788 0.038 80.839 0.0
1156818913 102 123.61616727100001 21.668000000000003 19.505 18.153 17.887 17.820999999999998 17.794 0.036000000000000004 80.449 0.0
1156818923 102 127.0768291 21.593000000000004 19.489 18.227999999999998 17.887 17.816 17.726 0.035 79.608 0.0
1156818933 102 127.587282641 21.675 19.447 18.146 17.922 17.833 17.737000000000002 0.034 79.20100000000001 0.0
1156818943 102 115.479407541 21.65 19.461 18.162 17.894000000000002 17.817999999999998 17.825 0.033 79.01899999999999 0.0
1156818954 102 113.798819199 21.631999999999998 19.491 18.211 17.891 17.788 17.815 0.031 78.187 0.0
1156818964 102 127.44279231200001 21.585 19.554000000000002 18.211 17.89 17.829 17.804000000000002 0.031 77.545 0.0
1156818974 102 120.503407363 21.549 19.573 18.167 17.91 17.833 17.795 0.03 77.398 0.0
1156818984 102 111.779211539 21.557 19.58 18.172 17.915 17.815 17.81 0.027000000000000003 77.12 0.0
1156818994 102 99.82470937120002 21.647 19.543 18.195999999999998 17.922 17.783 17.906 0.026000000000000002 76.42699999999999 0.0
1156819004 102 124.519824004 21.64 19.517 18.202 17.93 17.820999999999998 17.871 0.025 75.985 0.0
1156819014 102 154.744654612 21.65 19.546 18.192 17.936 17.845 17.905 0.024 76.20100000000001 0.0
1156819024 102 190.251080506 21.596 19.566 18.11 17.924 17.847 17.824 0.022000000000000002 76.045 0.0
1156819034 102 160.360531829 21.605 19.495 18.208 17.927 17.859 17.729 0.021 75.057 0.0
1156819044 102 130.406620589 21.61 19.525 18.226 17.925 17.775 17.715999999999998 0.02 74.502 0.0
1156819055 102 137.255699082 21.647 19.51 18.296 17.949 17.778 17.792 0.018000000000000002 73.453 0.0
1156819065 102 163.233757564 21.675 19.54 18.265 17.925 17.819000000000003 17.836 0.018000000000000002 73.297 0.0
1156819075 102 149.38637286 21.651999999999997 19.64 18.252 17.91 17.847 17.8 0.017 73.055 0.0
1156819085 102 139.35199320799998 21.666 19.682000000000002 18.244 17.937 17.848 17.81 0.015 72.595 0.0
1156819095 102 120.299995772 21.691999999999997 19.57 18.256 17.933 17.857 17.801 0.015 72.023 0.0
1156819105 102 114.666057264 21.72 19.553 18.271 17.942999999999998 17.912 17.828 0.015 71.51100000000001 0.0
1156819115 102 137.987625505 21.717 19.553 18.237000000000002 17.964000000000002 17.857 17.804000000000002 0.013000000000000001 71.217 0.0
1156819125 102 193.657558462 21.684 19.515 18.244 17.957 17.854 17.785 0.012 70.48899999999999 0.0
1156819135 102 197.59255124900002 21.656 19.505 18.262999999999998 17.945999999999998 17.848 17.795 0.011000000000000001 70.168 0.0
1156819145 102 151.84863019899998 21.67 19.502 18.278 17.918 17.851 17.798 0.01 69.52600000000001 0.0
1156819156 102 166.016972929 21.69 19.549 18.192999999999998 17.930999999999997 17.845 17.78 0.01 69.925 0.0
1156819166 102 163.441610456 21.694000000000003 19.544 18.195999999999998 17.949 17.827 17.815 0.008 69.743 0.0
1156819176 102 163.152629797 21.646 19.516 18.192 17.928 17.857 17.807000000000002 0.009000000000000001 69.414 0.0
1156819186 102 161.937193725 21.688000000000002 19.499000000000002 18.182000000000002 17.949 17.86 17.769000000000002 0.009000000000000001 69.457 0.0
1156819196 102 163.852874939 21.660999999999998 19.493 18.205 17.97 17.839000000000002 17.765 0.006999999999999999 69.179 0.0
1156819206 102 155.675255239 21.619 19.515 18.213 17.936 17.901 17.805999999999997 0.006 68.65100000000001 0.0
1156819216 102 158.87861769 21.631 19.482 18.205 17.949 17.945 17.801 0.006999999999999999 68.521 0.0
1156819226 102 151.993120528 21.644000000000002 19.51 18.215999999999998 17.94 17.9 17.804000000000002 0.006 68.521 0.0
1156819236 102 137.08870616 21.677 19.524 18.223 17.928 17.877 17.784000000000002 0.005 68.044 0.0
1156819246 102 130.43830187 21.628 19.498 18.244 17.991 17.894000000000002 17.833 0.005 67.671 0.0
1156819256 102 141.127625394 21.627 19.482 18.21 18.023 17.883 17.792 0.004 67.515 0.0
1156819267 102 133.460755322 21.564 19.534000000000002 18.183 17.994 17.872 17.78 0.003 67.29 0.0
1156819277 102 134.192681746 21.531 19.577 18.195 17.979 17.83 17.844 0.002 66.804 0.0
1156819287 102 127.700387776 21.570999999999998 19.594 18.202 17.967 17.791 17.817999999999998 0.002 66.31 0.0
1156819297 102 146.820189076 21.495 19.561 18.195999999999998 17.969 17.822 17.801 0.002 66.258 0.0
