moteid year month day hour minute second time_seconds ambient_temp surface_temp rel_humidity rain_meter
19 2007 9 20 21 18 48 1190315928 4.38 2.1630000000000003 65.545 0.0
19 2007 9 20 21 20 48 1190316048 4.53 2.2880000000000003 64.542 0.0
19 2007 9 20 21 22 48 1190316168 4.36 2.35 65.596 0.0
19 2007 9 20 21 24 48 1190316288 4.14 1.85 66.844 0.0
19 2007 9 20 21 26 48 1190316408 4.1 1.913 66.99600000000001 0.0
19 2007 9 20 21 28 48 1190316528 3.86 1.85 68.96 0.0
19 2007 9 20 21 30 48 1190316648 4.06 1.975 67.042 0.0
19 2007 9 20 21 32 48 1190316768 4.08 1.85 66.726 0.0
19 2007 9 20 21 34 48 1190316888 3.85 1.788 68.354 0.0
19 2007 9 20 21 36 48 1190317008 3.74 1.725 67.99 0.0
19 2007 9 20 21 38 48 1190317128 3.83 1.85 67.0 0.0
19 2007 9 20 21 40 48 1190317248 4.01 1.85 65.748 0.0
19 2007 9 20 21 42 48 1190317368 3.82 1.725 66.945 0.0
19 2007 9 20 21 44 48 1190317488 4.11 1.913 64.196 0.0
19 2007 9 20 21 46 48 1190317608 4.24 1.913 63.836999999999996 0.0
19 2007 9 20 21 48 48 1190317728 4.21 1.788 64.214 0.0
19 2007 9 20 21 50 48 1190317848 4.07 2.0380000000000003 65.058 0.0
19 2007 9 20 21 52 48 1190317968 4.0 1.975 65.639 0.0
19 2007 9 20 21 54 48 1190318088 3.83 1.663 66.252 0.0
19 2007 9 20 21 56 48 1190318208 3.54 1.788 68.637 0.0
19 2007 9 20 21 58 48 1190318328 3.46 1.725 68.988 0.0
19 2007 9 20 22 0 47 1190318447 3.59 1.788 68.14699999999999 0.0
19 2007 9 20 22 2 48 1190318568 3.72 1.663 67.086 0.0
19 2007 9 20 22 4 48 1190318688 3.85 1.788 66.39 0.0
19 2007 9 20 22 6 48 1190318808 4.04 1.725 65.457 0.0
19 2007 9 20 22 8 48 1190318928 3.68 1.725 67.768 0.0
19 2007 9 20 22 10 47 1190319047 3.62 1.725 67.518 0.0
19 2007 9 20 22 12 47 1190319167 3.68 1.975 67.211 0.0
19 2007 9 20 22 14 48 1190319288 3.84 1.85 66.334 0.0
19 2007 9 20 22 16 48 1190319408 4.05 1.85 65.648 0.0
19 2007 9 20 22 18 48 1190319528 4.53 1.85 62.707 0.0
19 2007 9 20 22 20 48 1190319648 4.42 1.85 63.622 0.0
19 2007 9 20 22 22 48 1190319768 4.44 1.725 63.626000000000005 0.0
19 2007 9 20 22 24 48 1190319888 4.46 1.788 63.245 0.0
19 2007 9 20 22 26 48 1190320008 4.28 1.725 64.417 0.0
19 2007 9 20 22 28 48 1190320128 4.62 2.1 62.058 0.0
19 2007 9 20 22 30 48 1190320248 3.98 1.725 65.904 0.0
19 2007 9 20 22 32 48 1190320368 4.08 1.663 65.005 0.0
19 2007 9 20 22 34 48 1190320488 4.34 1.538 63.225 0.0
19 2007 9 20 22 36 48 1190320608 4.86 1.913 59.721000000000004 0.0
19 2007 9 20 22 38 48 1190320728 4.52 2.0380000000000003 61.736000000000004 0.0
19 2007 9 20 22 40 48 1190320848 5.03 2.0380000000000003 58.813 0.0
19 2007 9 20 22 42 48 1190320968 4.54 1.788 61.516999999999996 0.0
19 2007 9 20 22 44 48 1190321088 4.05 1.725 64.294 0.0
19 2007 9 20 22 46 48 1190321208 4.44 1.725 61.611999999999995 0.0
19 2007 9 20 22 48 48 1190321328 4.38 1.725 60.933 0.0
19 2007 9 20 22 50 48 1190321448 4.39 1.475 61.603 0.0
19 2007 9 20 22 52 48 1190321568 4.24 1.725 62.16 0.0
19 2007 9 20 22 54 48 1190321688 3.98 1.538 64.36399999999999 0.0
19 2007 9 20 22 56 48 1190321808 4.68 1.725 59.691 0.0
19 2007 9 20 22 58 48 1190321928 4.85 1.725 58.926 0.0
19 2007 9 20 23 0 48 1190322048 4.77 1.663 59.367 0.0
19 2007 9 20 23 2 48 1190322168 4.07 1.663 64.434 0.0
19 2007 9 20 23 4 48 1190322288 3.91 1.725 66.40100000000001 0.0
19 2007 9 20 23 6 48 1190322408 3.88 1.475 65.88600000000001 0.0
19 2007 9 20 23 8 48 1190322528 3.87 1.475 65.992 0.0
19 2007 9 20 23 10 48 1190322648 4.76 1.475 59.28 0.0
19 2007 9 20 23 12 48 1190322768 4.76 1.475 59.251999999999995 0.0
19 2007 9 20 23 14 48 1190322888 4.94 1.725 57.973 0.0
19 2007 9 20 23 16 48 1190323008 4.98 1.538 58.122 0.0
19 2007 9 20 23 18 48 1190323128 4.82 1.85 59.007 0.0
19 2007 9 20 23 20 48 1190323248 4.97 1.85 58.148999999999994 0.0
19 2007 9 20 23 22 48 1190323368 4.5 1.725 60.757 0.0
19 2007 9 20 23 24 48 1190323488 3.94 1.475 63.428999999999995 0.0
19 2007 9 20 23 26 48 1190323608 4.04 1.538 62.816 0.0
19 2007 9 20 23 28 48 1190323728 3.99 1.538 62.751999999999995 0.0
19 2007 9 20 23 30 48 1190323848 4.24 1.538 61.049 0.0
19 2007 9 20 23 32 48 1190323968 4.28 1.538 60.861000000000004 0.0
19 2007 9 20 23 34 48 1190324088 4.57 1.663 59.052 0.0
19 2007 9 20 23 36 48 1190324208 4.29 1.413 61.67 0.0
19 2007 9 20 23 38 48 1190324328 3.79 1.35 63.786 0.0
19 2007 9 20 23 40 48 1190324448 3.79 1.35 63.266999999999996 0.0
19 2007 9 20 23 42 48 1190324568 3.58 1.288 64.348 0.0
19 2007 9 20 23 44 48 1190324688 3.78 1.163 63.62 0.0
19 2007 9 20 23 46 48 1190324808 3.98 1.475 62.613 0.0
19 2007 9 20 23 48 48 1190324928 4.47 1.288 59.629 0.0
19 2007 9 20 23 50 48 1190325048 4.38 1.538 60.288999999999994 0.0
19 2007 9 20 23 52 48 1190325168 4.24 1.35 61.133 0.0
19 2007 9 20 23 54 48 1190325288 3.82 1.35 63.272 0.0
19 2007 9 20 23 56 48 1190325408 3.54 1.288 64.503 0.0
19 2007 9 20 23 58 48 1190325528 3.43 1.1 64.375 0.0
19 2007 9 21 0 0 48 1190325648 3.46 1.163 65.084 0.0
19 2007 9 21 0 2 48 1190325768 3.76 1.038 64.624 0.0
19 2007 9 21 0 4 48 1190325888 4.02 1.413 62.977 0.0
19 2007 9 21 0 6 48 1190326008 3.84 1.475 64.149 0.0
19 2007 9 21 0 8 48 1190326128 4.26 1.538 61.498000000000005 0.0
19 2007 9 21 0 10 48 1190326248 4.34 1.538 61.15 0.0
19 2007 9 21 0 12 48 1190326368 4.33 1.475 61.315 0.0
19 2007 9 21 0 14 48 1190326488 4.08 1.475 63.07 0.0
19 2007 9 21 0 16 48 1190326608 4.0 1.475 62.61600000000001 0.0
19 2007 9 21 0 18 48 1190326728 4.08 1.663 62.105 0.0
19 2007 9 21 0 20 48 1190326848 4.32 1.663 60.81100000000001 0.0
19 2007 9 21 0 22 48 1190326968 4.14 1.663 62.75 0.0
19 2007 9 21 0 24 48 1190327088 3.97 1.663 62.941 0.0
19 2007 9 21 0 26 47 1190327207 3.78 1.725 64.002 0.0
19 2007 9 21 0 28 47 1190327327 4.08 1.663 62.354 0.0
19 2007 9 21 0 30 47 1190327447 4.1 1.35 61.082 0.0
19 2007 9 21 0 32 47 1190327567 3.7 1.35 63.77 0.0
19 2007 9 21 0 34 47 1190327687 3.83 1.475 62.229 0.0
19 2007 9 21 0 36 47 1190327807 4.03 1.475 61.431999999999995 0.0
19 2007 9 21 0 38 47 1190327927 3.78 1.163 63.292 0.0
19 2007 9 21 0 40 47 1190328047 3.94 1.225 61.971000000000004 0.0
19 2007 9 21 0 42 47 1190328167 4.03 1.163 61.486999999999995 0.0
19 2007 9 21 0 44 47 1190328287 4.06 1.413 60.74 0.0
19 2007 9 21 0 46 47 1190328407 3.88 1.225 61.323 0.0
19 2007 9 21 0 48 47 1190328527 4.03 1.35 60.735 0.0
19 2007 9 21 0 50 47 1190328647 3.64 1.225 63.486999999999995 0.0
19 2007 9 21 0 52 47 1190328767 3.84 1.163 61.65 0.0
19 2007 9 21 0 54 47 1190328887 3.66 1.35 62.393 0.0
19 2007 9 21 0 56 47 1190329007 3.86 0.975 60.232 0.0
19 2007 9 21 0 58 47 1190329127 3.4 1.1 62.98 0.0
19 2007 9 21 1 0 47 1190329247 3.48 0.912 62.114 0.0
19 2007 9 21 1 2 47 1190329367 3.54 0.975 61.986000000000004 0.0
19 2007 9 21 1 4 47 1190329487 3.69 1.038 60.763000000000005 0.0
19 2007 9 21 1 6 47 1190329607 3.64 0.975 61.533 0.0
19 2007 9 21 1 8 47 1190329727 3.34 0.975 63.925 0.0
19 2007 9 21 1 10 47 1190329847 4.0 1.038 58.648999999999994 0.0
19 2007 9 21 1 12 47 1190329967 3.76 1.225 60.886 0.0
19 2007 9 21 1 14 47 1190330087 3.88 1.225 60.207 0.0
19 2007 9 21 1 16 47 1190330207 3.74 1.1 61.216 0.0
19 2007 9 21 1 18 47 1190330327 3.8 0.975 61.17100000000001 0.0
19 2007 9 21 1 20 47 1190330447 3.48 1.038 62.665 0.0
19 2007 9 21 1 22 47 1190330567 3.72 1.1 61.352 0.0
19 2007 9 21 1 24 47 1190330687 3.37 1.225 63.44 0.0
19 2007 9 21 1 26 47 1190330807 3.74 1.225 61.161 0.0
19 2007 9 21 1 28 47 1190330927 3.76 0.975 60.941 0.0
19 2007 9 21 1 30 47 1190331047 3.88 0.975 59.786 0.0
19 2007 9 21 1 32 47 1190331167 4.0 1.163 59.806000000000004 0.0
19 2007 9 21 1 34 47 1190331287 3.98 1.1 59.746 0.0
19 2007 9 21 1 36 47 1190331407 4.06 1.1 59.026 0.0
19 2007 9 21 1 38 47 1190331527 4.27 1.288 57.896 0.0
19 2007 9 21 1 40 47 1190331647 4.22 1.225 58.258 0.0
19 2007 9 21 1 42 47 1190331767 4.05 1.163 59.138000000000005 0.0
19 2007 9 21 1 44 47 1190331887 3.76 1.1 61.136 0.0
19 2007 9 21 1 46 47 1190332007 3.74 1.1 60.632 0.0
19 2007 9 21 1 48 47 1190332127 3.67 1.1 61.288000000000004 0.0
19 2007 9 21 1 50 47 1190332247 3.8 0.975 60.082 0.0
19 2007 9 21 1 52 47 1190332367 3.62 0.975 61.501999999999995 0.0
19 2007 9 21 1 54 47 1190332487 3.65 0.85 61.617 0.0
19 2007 9 21 1 56 47 1190332607 3.81 1.038 60.531000000000006 0.0
19 2007 9 21 1 58 47 1190332727 3.86 1.038 60.483999999999995 0.0
19 2007 9 21 2 0 47 1190332847 3.95 1.163 59.657 0.0
19 2007 9 21 2 2 47 1190332967 4.01 1.038 58.82 0.0
19 2007 9 21 2 4 47 1190333087 3.72 1.163 60.656000000000006 0.0
19 2007 9 21 2 6 47 1190333207 3.68 1.038 60.342 0.0
19 2007 9 21 2 8 47 1190333327 3.66 1.038 61.203 0.0
19 2007 9 21 2 10 47 1190333447 3.62 1.1 61.611999999999995 0.0
19 2007 9 21 2 12 46 1190333566 3.78 0.787 60.526 0.0
19 2007 9 21 2 14 46 1190333686 3.72 1.038 60.768 0.0
19 2007 9 21 2 16 46 1190333806 3.96 0.85 58.95399999999999 0.0
19 2007 9 21 2 18 46 1190333926 3.63 1.288 61.254 0.0
19 2007 9 21 2 20 46 1190334046 4.05 0.975 58.401 0.0
19 2007 9 21 2 22 46 1190334166 3.68 0.912 60.705 0.0
19 2007 9 21 2 24 46 1190334286 3.74 1.038 60.29600000000001 0.0
19 2007 9 21 2 26 47 1190334407 3.68 0.912 60.593999999999994 0.0
19 2007 9 21 2 28 47 1190334527 3.78 0.912 60.135 0.0
19 2007 9 21 2 30 47 1190334647 3.54 0.85 61.321999999999996 0.0
19 2007 9 21 2 32 47 1190334767 3.57 0.912 61.327 0.0
19 2007 9 21 2 34 47 1190334887 3.67 0.975 60.676 0.0
19 2007 9 21 2 36 47 1190335007 3.65 0.912 61.174 0.0
19 2007 9 21 2 38 47 1190335127 4.04 1.038 58.258 0.0
19 2007 9 21 2 40 47 1190335247 3.36 0.85 62.31399999999999 0.0
19 2007 9 21 2 42 47 1190335367 3.56 0.85 60.797 0.0
19 2007 9 21 2 44 47 1190335487 3.78 0.912 59.798 0.0
19 2007 9 21 2 46 47 1190335607 3.54 0.787 61.044 0.0
19 2007 9 21 2 48 47 1190335727 3.62 0.787 60.388000000000005 0.0
19 2007 9 21 2 50 49 1190335849 3.68 0.787 60.062 0.0
19 2007 9 21 2 52 47 1190335967 3.5 0.85 61.731 0.0
19 2007 9 21 2 54 47 1190336087 4.19 0.85 57.34 0.0
19 2007 9 21 2 56 49 1190336209 3.81 0.975 59.915 0.0
19 2007 9 21 2 58 47 1190336327 3.98 0.975 59.155 0.0
19 2007 9 21 3 0 47 1190336447 3.61 0.912 61.583 0.0
19 2007 9 21 3 2 47 1190336567 3.45 1.038 62.769 0.0
19 2007 9 21 3 4 47 1190336687 4.18 0.787 57.681999999999995 0.0
19 2007 9 21 3 6 47 1190336807 3.98 1.038 59.493 0.0
19 2007 9 21 3 8 47 1190336927 4.07 0.912 59.141000000000005 0.0
19 2007 9 21 3 10 47 1190337047 3.95 0.912 59.516000000000005 0.0
19 2007 9 21 3 12 47 1190337167 3.7 1.038 61.126000000000005 0.0
19 2007 9 21 3 14 47 1190337287 3.84 0.725 60.032 0.0
19 2007 9 21 3 16 47 1190337407 3.86 1.038 60.092 0.0
19 2007 9 21 3 18 47 1190337527 3.68 0.85 61.206 0.0
19 2007 9 21 3 20 49 1190337649 3.86 0.85 60.4 0.0
19 2007 9 21 3 22 47 1190337767 4.04 0.912 59.023 0.0
19 2007 9 21 3 24 49 1190337889 3.84 0.912 60.06 0.0
19 2007 9 21 3 26 46 1190338006 3.88 0.85 60.403 0.0
19 2007 9 21 3 28 47 1190338127 3.88 0.912 60.123000000000005 0.0
19 2007 9 21 3 30 47 1190338247 3.78 0.975 60.778 0.0
19 2007 9 21 3 32 47 1190338367 3.72 0.912 61.213 0.0
19 2007 9 21 3 34 47 1190338487 4.07 0.912 58.688 0.0
19 2007 9 21 3 36 47 1190338607 3.98 0.787 59.493 0.0
19 2007 9 21 3 38 47 1190338727 3.78 1.038 61.167 0.0
19 2007 9 21 3 40 47 1190338847 3.94 0.975 59.908 0.0
19 2007 9 21 3 42 47 1190338967 3.52 0.912 63.11 0.0
19 2007 9 21 3 44 47 1190339087 3.6 1.038 62.245 0.0
19 2007 9 21 3 46 47 1190339207 3.72 0.85 61.352 0.0
19 2007 9 21 3 48 47 1190339327 3.68 0.787 61.927 0.0
19 2007 9 21 3 50 47 1190339447 3.68 0.85 61.982 0.0
19 2007 9 21 3 52 47 1190339567 4.0 0.787 59.75 0.0
19 2007 9 21 3 54 47 1190339687 3.79 0.85 60.946999999999996 0.0
19 2007 9 21 3 56 47 1190339807 4.01 0.85 60.06 0.0
19 2007 9 21 3 58 47 1190339927 4.1 0.975 59.343 0.0
19 2007 9 21 4 0 47 1190340047 4.18 1.038 58.56399999999999 0.0
19 2007 9 21 4 2 47 1190340167 4.04 1.038 59.672 0.0
19 2007 9 21 4 4 47 1190340287 3.56 0.975 62.21 0.0
19 2007 9 21 4 6 47 1190340407 3.72 0.912 61.102 0.0
19 2007 9 21 4 8 47 1190340527 3.96 0.912 60.08 0.0
19 2007 9 21 4 10 47 1190340647 3.92 0.85 60.773 0.0
19 2007 9 21 4 12 48 1190340768 3.93 0.725 60.103 0.0
19 2007 9 21 4 14 48 1190340888 3.72 0.725 60.935 0.0
19 2007 9 21 4 16 48 1190341008 3.54 0.6 61.765 0.0
19 2007 9 21 4 18 48 1190341128 3.48 0.85 62.472 0.0
19 2007 9 21 4 20 48 1190341248 3.9 0.725 58.548 0.0
19 2007 9 21 4 22 48 1190341368 3.96 0.6 57.903999999999996 0.0
19 2007 9 21 4 24 48 1190341488 3.39 0.35 62.677 0.0
19 2007 9 21 4 26 47 1190341607 3.26 0.787 63.802 0.0
19 2007 9 21 4 28 47 1190341727 3.76 0.662 60.523 0.0
19 2007 9 21 4 30 47 1190341847 3.56 0.662 61.907 0.0
19 2007 9 21 4 32 47 1190341967 3.7 0.725 60.931000000000004 0.0
19 2007 9 21 4 34 47 1190342087 3.68 0.725 61.373000000000005 0.0
19 2007 9 21 4 36 47 1190342207 3.97 0.85 60.278 0.0
19 2007 9 21 4 38 47 1190342327 3.72 0.85 61.463 0.0
19 2007 9 21 4 40 47 1190342447 3.97 0.912 59.66 0.0
19 2007 9 21 4 42 47 1190342567 4.32 0.912 57.618 0.0
19 2007 9 21 4 44 47 1190342687 3.66 0.662 62.393 0.0
19 2007 9 21 4 46 47 1190342807 3.39 0.537 63.607 0.0
19 2007 9 21 4 48 47 1190342927 3.64 0.6 61.56 0.0
19 2007 9 21 4 50 47 1190343047 4.25 0.912 57.95 0.0
19 2007 9 21 4 52 47 1190343167 3.62 0.912 62.0 0.0
19 2007 9 21 4 54 47 1190343287 3.34 0.475 64.332 0.0
19 2007 9 21 4 56 47 1190343407 3.5 0.662 61.50899999999999 0.0
19 2007 9 21 4 58 47 1190343527 3.42 0.662 63.449 0.0
19 2007 9 21 5 0 47 1190343647 3.34 0.537 63.38 0.0
19 2007 9 21 5 2 47 1190343767 3.7 0.787 61.265 0.0
19 2007 9 21 5 4 47 1190343887 3.38 0.6 61.766000000000005 0.0
19 2007 9 21 5 6 47 1190344007 3.32 0.475 63.048 0.0
19 2007 9 21 5 8 47 1190344127 3.32 0.475 62.692 0.0
19 2007 9 21 5 10 47 1190344247 3.27 0.475 63.422 0.0
19 2007 9 21 5 12 47 1190344367 3.32 0.537 63.431000000000004 0.0
19 2007 9 21 5 14 47 1190344487 3.26 0.475 63.775 0.0
19 2007 9 21 5 16 47 1190344607 3.18 0.6 64.331 0.0
19 2007 9 21 5 18 47 1190344727 3.65 0.6 61.035 0.0
19 2007 9 21 5 20 47 1190344847 3.4 0.6 63.445 0.0
19 2007 9 21 5 22 47 1190344967 3.12 0.725 65.158 0.0
19 2007 9 21 5 24 47 1190345087 3.4 0.6 63.117 0.0
19 2007 9 21 5 26 46 1190345206 3.71 0.787 61.071999999999996 0.0
19 2007 9 21 5 28 47 1190345327 3.28 0.662 63.26 0.0
19 2007 9 21 5 30 47 1190345447 3.9 0.85 59.48 0.0
19 2007 9 21 5 32 47 1190345567 3.5 0.787 61.924 0.0
19 2007 9 21 5 34 47 1190345687 3.45 0.662 61.971000000000004 0.0
19 2007 9 21 5 36 47 1190345807 3.46 0.537 61.861999999999995 0.0
19 2007 9 21 5 38 47 1190345927 3.48 0.662 61.589 0.0
19 2007 9 21 5 40 47 1190346047 3.75 0.537 60.018 0.0
19 2007 9 21 5 42 47 1190346167 3.18 0.787 63.843 0.0
19 2007 9 21 5 44 47 1190346287 3.53 0.725 61.098 0.0
19 2007 9 21 5 46 46 1190346406 3.47 0.787 61.67 0.0
19 2007 9 21 5 48 46 1190346526 3.4 0.6 62.623000000000005 0.0
19 2007 9 21 5 50 46 1190346646 3.52 0.725 61.623000000000005 0.0
19 2007 9 21 5 52 47 1190346767 3.49 0.787 62.474 0.0
19 2007 9 21 5 54 47 1190346887 3.48 0.725 62.169 0.0
19 2007 9 21 5 56 47 1190347007 3.51 0.787 62.174 0.0
19 2007 9 21 5 58 47 1190347127 3.44 0.787 62.685 0.0
19 2007 9 21 6 0 47 1190347247 3.48 0.41200000000000003 62.333999999999996 0.0
19 2007 9 21 6 2 47 1190347367 3.79 0.662 60.248000000000005 0.0
19 2007 9 21 6 4 47 1190347487 3.52 0.725 62.01 0.0
19 2007 9 21 6 6 47 1190347607 3.54 0.662 61.681999999999995 0.0
19 2007 9 21 6 8 47 1190347727 3.93 0.725 59.935 0.0
19 2007 9 21 6 10 47 1190347847 4.06 0.725 59.168 0.0
19 2007 9 21 6 12 47 1190347967 3.52 0.85 62.534 0.0
19 2007 9 21 6 14 46 1190348086 3.93 0.662 59.626000000000005 0.0
19 2007 9 21 6 16 46 1190348206 4.1 0.725 58.608000000000004 0.0
19 2007 9 21 6 18 46 1190348326 3.54 0.6 61.876000000000005 0.0
19 2007 9 21 6 20 46 1190348446 3.61 0.85 61.638999999999996 0.0
19 2007 9 21 6 22 46 1190348566 3.63 0.725 61.531000000000006 0.0
19 2007 9 21 6 24 46 1190348686 3.83 0.662 61.00899999999999 0.0
19 2007 9 21 6 26 46 1190348806 3.69 0.537 61.43 0.0
19 2007 9 21 6 28 46 1190348926 3.78 0.787 60.75 0.0
19 2007 9 21 6 30 46 1190349046 4.32 0.912 58.075 0.0
19 2007 9 21 6 32 46 1190349166 3.65 0.537 61.839 0.0
19 2007 9 21 6 34 46 1190349286 3.98 0.6 59.409 0.0
19 2007 9 21 6 36 46 1190349406 3.66 0.41200000000000003 61.31399999999999 0.0
19 2007 9 21 6 38 46 1190349526 3.96 0.725 59.715 0.0
19 2007 9 21 6 40 46 1190349646 3.94 0.6 59.937 0.0
19 2007 9 21 6 42 46 1190349766 3.87 0.912 60.346000000000004 0.0
19 2007 9 21 6 44 46 1190349886 3.82 0.85 60.589 0.0
19 2007 9 21 6 46 46 1190350006 4.09 0.787 59.229 0.0
19 2007 9 21 6 48 46 1190350126 3.89 0.85 60.79600000000001 0.0
19 2007 9 21 6 50 46 1190350246 4.0 0.662 60.255 0.0
19 2007 9 21 6 52 46 1190350366 4.32 0.662 58.302 0.0
19 2007 9 21 6 54 46 1190350486 3.98 0.85 60.42 0.0
19 2007 9 21 6 56 46 1190350606 3.68 0.912 62.396 0.0
19 2007 9 21 6 58 46 1190350726 4.3 0.662 58.753 0.0
19 2007 9 21 7 0 46 1190350846 3.7 0.662 62.427 0.0
19 2007 9 21 7 2 46 1190350966 3.76 0.662 61.442 0.0
19 2007 9 21 7 4 46 1190351086 3.68 0.6 61.706 0.0
19 2007 9 21 7 6 46 1190351206 3.66 0.85 61.979 0.0
19 2007 9 21 7 8 46 1190351326 3.67 0.475 62.45 0.0
19 2007 9 21 7 10 46 1190351446 3.63 0.475 61.586999999999996 0.0
19 2007 9 21 7 12 46 1190351566 3.83 0.787 61.092 0.0
19 2007 9 21 7 14 46 1190351686 3.82 0.6 60.169 0.0
19 2007 9 21 7 16 46 1190351806 3.71 0.85 61.295 0.0
19 2007 9 21 7 18 46 1190351926 3.96 0.725 60.303999999999995 0.0
19 2007 9 21 7 20 46 1190352046 4.36 0.912 58.251999999999995 0.0
19 2007 9 21 7 22 46 1190352166 4.23 0.725 59.11 0.0
19 2007 9 21 7 24 46 1190352286 3.95 0.975 61.056999999999995 0.0
19 2007 9 21 7 26 46 1190352406 4.26 0.912 59.059 0.0
19 2007 9 21 7 28 46 1190352526 3.88 0.787 61.545 0.0
19 2007 9 21 7 30 46 1190352646 3.88 0.787 61.101000000000006 0.0
19 2007 9 21 7 32 46 1190352766 4.19 0.912 59.977 0.0
19 2007 9 21 7 34 46 1190352886 3.77 0.725 62.467 0.0
19 2007 9 21 7 36 46 1190353006 4.1 0.85 60.467 0.0
19 2007 9 21 7 38 46 1190353126 4.0 0.912 61.037 0.0
19 2007 9 21 7 40 46 1190353246 4.66 1.038 57.356 0.0
19 2007 9 21 7 42 46 1190353366 4.87 1.225 56.151 0.0
19 2007 9 21 7 44 46 1190353486 4.71 1.225 57.364 0.0
19 2007 9 21 7 46 46 1190353606 4.18 1.038 60.032 0.0
19 2007 9 21 7 48 46 1190353726 4.2 1.1 60.091 0.0
19 2007 9 21 7 50 46 1190353846 4.42 1.288 58.431999999999995 0.0
19 2007 9 21 7 52 46 1190353966 4.5 1.225 58.416000000000004 0.0
19 2007 9 21 7 54 46 1190354086 4.42 1.163 59.056000000000004 0.0
19 2007 9 21 7 56 46 1190354206 4.51 1.288 58.076 0.0
19 2007 9 21 7 58 46 1190354326 4.68 1.163 57.617 0.0
19 2007 9 21 8 0 46 1190354446 4.88 1.288 56.902 0.0
19 2007 9 21 8 2 46 1190354566 4.62 1.475 58.663000000000004 0.0
19 2007 9 21 8 4 46 1190354686 4.79 1.413 57.891999999999996 0.0
19 2007 9 21 8 6 46 1190354806 5.38 1.413 54.481 0.0
19 2007 9 21 8 8 46 1190354926 5.26 1.475 54.521 0.0
19 2007 9 21 8 10 46 1190355046 4.54 1.288 58.052 0.0
19 2007 9 21 8 12 46 1190355166 5.22 1.475 54.545 0.0
19 2007 9 21 8 14 46 1190355286 5.85 1.663 51.618 0.0
19 2007 9 21 8 16 46 1190355406 5.34 1.475 54.06399999999999 0.0
19 2007 9 21 8 18 46 1190355526 4.92 1.225 55.753 0.0
19 2007 9 21 8 20 46 1190355646 5.57 1.413 52.858000000000004 0.0
19 2007 9 21 8 22 46 1190355766 5.14 1.475 54.971000000000004 0.0
19 2007 9 21 8 24 46 1190355886 4.76 1.35 57.401 0.0
19 2007 9 21 8 26 46 1190356006 5.28 1.475 54.173 0.0
19 2007 9 21 8 28 46 1190356126 5.34 1.538 52.943999999999996 0.0
19 2007 9 21 8 30 46 1190356246 5.46 1.475 52.486999999999995 0.0
19 2007 9 21 8 32 46 1190356366 6.17 1.725 47.727 0.0
19 2007 9 21 8 34 46 1190356486 5.08 1.475 54.466 0.0
19 2007 9 21 8 36 46 1190356606 5.08 1.35 55.07899999999999 0.0
19 2007 9 21 8 38 46 1190356726 4.94 1.413 55.756 0.0
19 2007 9 21 8 40 46 1190356846 5.35 1.413 52.886 0.0
19 2007 9 21 8 42 46 1190356966 5.07 1.475 55.193999999999996 0.0
19 2007 9 21 8 44 46 1190357086 5.14 1.475 54.299 0.0
19 2007 9 21 8 46 46 1190357206 5.27 1.538 54.288000000000004 0.0
19 2007 9 21 8 48 46 1190357326 4.93 1.475 56.015 0.0
19 2007 9 21 8 50 46 1190357446 5.08 1.35 55.07899999999999 0.0
19 2007 9 21 8 52 46 1190357566 5.3 1.663 53.911 0.0
19 2007 9 21 8 54 46 1190357686 5.54 1.475 53.06100000000001 0.0
19 2007 9 21 8 56 46 1190357806 4.88 1.475 55.573 0.0
19 2007 9 21 8 58 46 1190357926 5.22 1.663 54.896 0.0
19 2007 9 21 9 0 46 1190358046 5.15 1.475 54.681000000000004 0.0
19 2007 9 21 9 2 46 1190358166 5.4 1.538 53.72 0.0
19 2007 9 21 9 4 46 1190358286 5.44 1.663 53.726000000000006 0.0
19 2007 9 21 9 6 46 1190358406 5.62 1.538 52.776 0.0
19 2007 9 21 9 8 46 1190358526 6.02 1.725 50.261 0.0
19 2007 9 21 9 10 46 1190358646 5.59 1.725 53.6 0.0
19 2007 9 21 9 12 46 1190358766 6.94 1.913 45.413999999999994 0.0
19 2007 9 21 9 14 46 1190358886 6.68 1.85 47.946000000000005 0.0
19 2007 9 21 9 16 46 1190359006 6.3 1.975 49.815 0.0
19 2007 9 21 9 18 46 1190359126 6.3 2.1630000000000003 50.027 0.0
19 2007 9 21 9 20 46 1190359246 5.59 1.788 53.95399999999999 0.0
19 2007 9 21 9 22 46 1190359366 7.19 2.2880000000000003 46.222 0.0
19 2007 9 21 9 24 46 1190359486 7.04 2.7880000000000003 47.685 0.0
19 2007 9 21 9 26 46 1190359606 7.64 3.0380000000000003 46.775 0.0
19 2007 9 21 9 28 46 1190359726 7.76 3.0380000000000003 46.696999999999996 0.0
19 2007 9 21 9 30 46 1190359846 7.62 2.9130000000000003 47.513999999999996 0.0
19 2007 9 21 9 32 46 1190359966 7.96 2.7880000000000003 46.349 0.0
19 2007 9 21 9 34 46 1190360086 7.63 3.1 47.268 0.0
19 2007 9 21 9 36 46 1190360206 7.97 2.6630000000000003 45.51 0.0
19 2007 9 21 9 38 46 1190360326 8.16 3.1 47.243 0.0
19 2007 9 21 9 40 46 1190360446 8.26 3.0380000000000003 45.795 0.0
19 2007 9 21 9 42 46 1190360566 8.24 3.1630000000000003 46.291000000000004 0.0
19 2007 9 21 9 44 46 1190360686 8.14 3.2880000000000003 48.012 0.0
